,credit,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
214,1,F,N,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-20103,-1444,1,1,0,Waiters/barmen staff,2,-16
215,1,F,N,Y,0,337500.0,Pensioner,Higher education,Single / not married,House / apartment,-24519,1,0,1,0,No,1,-18
216,1,F,N,N,1,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14687,-7401,1,1,0,High skill tech staff,3,-6
217,0,F,N,Y,0,179100.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20891,1,0,0,0,No,2,-59
218,1,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,1,0,0,0,No,1,-12
219,1,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21581,1,0,0,0,No,1,-49
220,0,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-13833,-617,0,0,0,Accountants,3,-9
221,1,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-18335,-2796,0,0,0,Drivers,2,-31
222,1,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16098,-1868,1,1,0,Managers,1,-43
223,1,F,Y,Y,0,405000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-16825,-108,1,1,0,Accountants,2,-30
224,1,M,N,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-13574,-109,0,0,0,Laborers,3,-28
225,1,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,-15027,-88,0,0,0,Accountants,3,-5
226,1,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774,1,0,0,0,No,1,-8
227,1,F,N,N,2,189000.0,Working,Secondary / secondary special,Separated,Municipal apartment,-10100,-596,0,0,0,Unknown,3,-6
228,1,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,1,0,0,0,No,2,-43
229,1,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17993,-555,0,0,0,Security staff,1,-46
230,1,F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,-11388,-4167,0,0,0,High skill tech staff,2,-2
231,1,F,Y,Y,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15443,-290,0,0,0,Sales staff,3,-20
232,1,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13108,-1299,0,0,0,Unknown,3,-25
233,1,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21144,-1692,0,0,0,Sales staff,2,-14
234,1,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,0,1,1,Core staff,3,-29
235,1,F,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-12804,-4977,0,0,0,Accountants,4,-53
236,1,M,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21146,1,0,1,1,No,2,-17
237,1,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11497,-1648,0,0,0,Sales staff,3,-10
238,1,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,0,0,0,Drivers,3,-15
239,1,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-23285,-5424,0,0,0,Laborers,2,-54
240,0,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14962,-3353,1,1,0,Sales staff,3,-40
241,1,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-12073,-1420,0,0,0,Unknown,2,-26
242,1,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17826,-201,0,1,0,Laborers,1,-4
243,1,F,N,Y,0,382500.0,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,0,0,Private service staff,1,-35
244,1,F,Y,Y,0,373500.0,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,0,0,0,Accountants,1,-17
245,1,M,Y,Y,2,254700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17254,-9131,0,1,0,Laborers,4,-15
246,0,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20441,1,0,0,0,No,1,-35
247,0,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22504,1,0,1,0,No,1,-27
248,1,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,0,1,0,Unknown,2,-30
249,1,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12488,-747,0,0,1,Laborers,2,-38
250,1,F,Y,Y,0,391500.0,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,0,0,0,Core staff,2,-8
251,1,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-19756,-2136,0,0,0,Laborers,2,-19
252,1,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9220,-1473,0,0,0,Core staff,1,-2
253,1,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19064,-2939,0,0,0,Unknown,2,-30
254,1,F,N,Y,2,112500.0,Working,Higher education,Married,House / apartment,-14768,-2133,1,1,1,Core staff,4,-25
255,1,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-11025,-2065,1,1,1,Unknown,3,-30
256,1,F,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-15445,-706,0,0,0,Laborers,3,-26
257,1,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21916,1,0,1,0,No,2,-52
258,1,M,N,Y,1,202500.0,Working,Higher education,Married,House / apartment,-11836,-2755,0,0,0,Unknown,3,-38
259,1,F,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-17956,-9363,0,0,0,Core staff,3,-14
260,1,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,-13064,-2286,1,0,0,Medicine staff,2,-34
261,1,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14907,-2540,0,0,0,Sales staff,2,-13
262,1,F,Y,Y,0,661500.0,Commercial associate,Higher education,Married,House / apartment,-20053,-3422,0,0,0,Accountants,2,-18
263,0,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,0,Core staff,2,-27
264,1,M,N,N,0,315000.0,Working,Higher education,Married,House / apartment,-10993,-949,1,0,0,Unknown,2,-39
265,1,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,-22062,1,0,0,0,No,2,-35
266,1,M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,0,0,0,Laborers,2,-42
267,1,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,Sales staff,2,-23
268,1,M,Y,N,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,-13128,-1048,0,0,0,Laborers,2,-10
269,1,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,With parents,-16110,-401,0,0,0,Cooking staff,2,-60
270,1,M,Y,N,2,144000.0,Working,Secondary / secondary special,Married,With parents,-10145,-249,1,0,0,Drivers,4,-27
271,1,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-12615,-1156,0,0,0,Laborers,4,-40
272,1,F,N,Y,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,0,0,0,Cooking staff,2,-19
273,1,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11890,-741,1,0,0,Sales staff,3,-32
274,1,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17576,-1216,0,0,0,Laborers,2,-50
275,1,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,0,0,0,Medicine staff,2,-35
276,0,F,Y,Y,0,675000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14480,-3718,0,1,0,Unknown,2,-2
277,0,F,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-11306,-1863,0,0,0,Managers,1,-44
278,1,F,N,Y,4,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17468,-7413,0,0,0,Core staff,6,-31
279,1,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18731,-4397,0,0,0,Laborers,2,-45
280,1,M,Y,Y,1,198000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-16149,-4279,0,1,0,Managers,3,-24
281,1,M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18875,1,0,0,0,No,2,-40
282,1,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14234,-309,0,0,0,Core staff,3,-21
283,1,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,1,0,0,0,No,2,-9
284,1,M,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11819,-962,0,0,0,Laborers,1,-3
285,1,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18186,-376,0,1,0,Laborers,2,-14
286,1,F,Y,N,0,405000.0,State servant,Higher education,Single / not married,House / apartment,-20052,-980,0,1,0,Managers,1,-1
287,1,M,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-8853,-984,0,0,1,Sales staff,2,-12
288,1,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,With parents,-16047,-1405,0,0,0,Sales staff,2,-9
289,1,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16616,-2722,1,1,0,Realty agents,3,-25
290,1,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,With parents,-11176,-3079,1,0,0,Unknown,2,-49
291,1,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18573,-930,0,1,0,Cooking staff,2,-3
292,1,F,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,-13144,-682,1,1,0,Unknown,4,-27
293,1,F,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12309,-1962,0,0,0,Unknown,2,-29
294,1,F,N,Y,0,193500.0,Working,Higher education,Single / not married,House / apartment,-17081,-4783,0,1,0,Laborers,1,-44
295,1,F,N,Y,1,67500.0,Working,Incomplete higher,Married,House / apartment,-13094,-3454,0,0,0,Unknown,3,-22
296,0,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,1,0,0,0,No,2,-8
297,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15459,-642,0,0,0,Sales staff,2,-7
298,1,F,N,Y,1,112500.0,Working,Lower secondary,Married,House / apartment,-13042,-3745,0,0,0,Laborers,3,-10
299,1,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10682,-609,0,1,0,Sales staff,1,-19
300,1,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-17472,-1202,1,1,0,Unknown,2,-48
301,1,F,N,Y,1,140850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10855,-321,0,0,0,Sales staff,3,-7
302,1,M,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23660,1,0,0,0,No,2,-23
303,1,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,Sales staff,2,-26
304,1,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,-11359,-1726,0,0,0,Core staff,4,-29
305,1,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14342,-127,0,0,0,Drivers,3,-21
306,0,F,Y,Y,0,360000.0,State servant,Higher education,Married,House / apartment,-14498,-6123,0,0,1,Core staff,2,-17
307,1,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11278,-2481,0,0,0,Unknown,3,-19
308,1,F,N,Y,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23044,1,0,1,0,No,2,-56
309,1,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228,-5330,0,1,0,Unknown,2,-33
310,1,F,Y,Y,2,67500.0,State servant,Higher education,Married,House / apartment,-11831,-3778,1,1,0,Core staff,4,-23
311,1,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-19461,-5124,0,0,0,Core staff,2,-41
312,1,M,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-23325,1,0,0,0,No,2,-8
313,1,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11598,-1976,1,0,0,Unknown,2,-42
314,1,M,N,Y,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-12313,-1098,0,0,0,Laborers,3,0
315,1,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23484,1,0,0,0,No,2,-22
316,1,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9613,-1085,0,0,0,Core staff,2,-22
317,1,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,0,0,0,Core staff,2,-13
318,1,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14952,-104,0,1,0,Security staff,3,-54
319,1,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-9075,-614,1,1,0,Sales staff,2,-9
320,1,F,Y,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20395,1,0,1,0,No,1,-21
321,0,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15875,-2758,1,1,0,Core staff,2,-9
322,1,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21908,1,0,0,0,No,2,-18
323,1,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,0,0,0,Unknown,1,-51
324,1,M,Y,N,2,135000.0,Working,Higher education,Married,With parents,-11645,-5056,0,1,0,Laborers,4,-18
325,1,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22253,1,0,0,0,No,2,-15
326,1,F,N,N,0,234000.0,Working,Higher education,Single / not married,House / apartment,-10621,-1931,0,0,0,Managers,1,-46
327,0,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13512,-4861,0,0,0,Laborers,2,-24
328,1,F,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,-19714,-8348,0,0,0,Managers,2,-46
329,1,F,N,Y,1,405000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16920,1,0,0,0,No,3,-7
330,0,M,Y,N,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13348,-170,0,0,1,Managers,2,-42
331,1,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13787,-3082,0,0,0,Core staff,4,-16
332,1,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-18335,-2796,0,0,0,Drivers,2,-39
333,1,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,-19538,-5880,0,0,0,Secretaries,1,-40
334,1,F,N,Y,0,67500.0,Pensioner,Higher education,Married,House / apartment,-22212,1,0,0,0,No,2,-59
335,1,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10989,-135,1,1,0,Unknown,3,-29
336,1,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-21271,-14473,0,0,1,High skill tech staff,3,-46
337,1,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15124,-431,0,0,0,Core staff,2,-26
338,1,F,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-17956,-9363,0,0,0,Core staff,3,-32
339,1,F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-17615,-339,0,0,0,Accountants,1,-52
340,1,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13797,-4230,0,0,0,Core staff,2,-34
341,0,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14024,-369,0,1,0,Unknown,3,-31
342,1,M,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11223,-2326,0,0,0,Unknown,2,-38
343,1,M,N,Y,0,211500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10072,-1101,1,1,0,Core staff,1,-35
344,1,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15096,-2862,0,0,0,Unknown,3,-32
345,1,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14805,-1922,0,0,0,Sales staff,3,-39
346,1,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-19332,-1813,0,0,0,Medicine staff,1,-9
347,1,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19056,-99,1,0,0,Drivers,2,-41
348,1,F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,0,0,0,Medicine staff,1,-28
349,1,M,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22791,1,0,1,0,No,2,-22
350,1,F,N,N,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10151,-1138,0,0,0,Laborers,3,-14
351,1,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,-14274,-3079,0,0,0,Unknown,4,-17
352,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20822,-12827,1,0,0,Unknown,2,-37
353,1,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,-18940,-1763,0,0,0,Sales staff,2,-4
354,1,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22616,1,0,0,0,No,2,-5
355,1,M,Y,N,0,38250.0,Pensioner,Lower secondary,Married,House / apartment,-22943,1,0,1,0,No,2,-44
356,1,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-13689,-1172,0,0,0,Sales staff,3,-19
357,0,F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,-18973,-3289,0,0,0,Laborers,1,-4
358,1,M,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,-10257,-523,0,0,0,Drivers,3,-2
359,0,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-13690,-3748,0,0,0,Unknown,3,-1
360,1,M,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-15881,-4781,1,0,0,Laborers,2,-18
361,1,M,N,Y,2,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11505,-4019,0,0,0,Laborers,3,-27
362,1,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-16589,-1497,0,0,0,Core staff,2,-2
363,1,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14511,-193,0,0,0,Unknown,2,-4
364,1,F,Y,Y,1,207000.0,Working,Higher education,Married,House / apartment,-10791,-2478,0,1,1,Accountants,3,-41
365,1,F,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13465,-1101,0,0,0,Laborers,3,-1
366,1,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,-11768,-622,1,1,0,Laborers,2,-46
367,0,F,Y,Y,1,315000.0,Working,Incomplete higher,Single / not married,House / apartment,-11725,-2044,0,0,0,Core staff,2,-1
